split,label,source_image,roi_file
train,lane_in,data/tusimple/test_set/clips/0601/1494452461559694775/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494452461559694775_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/9280/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_9280_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492658597164768/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492658597164768_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/13140/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_13140_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492628418216963114/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492628418216963114_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/9060/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_9060_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/35440/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_35440_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/5880/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_5880_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492627729333352241_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492627729333352241_0_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/13760/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_13760_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1495485171570457961/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1495485171570457961_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/13780/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_13780_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492638187170354129_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492638187170354129_0_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492629625652628722/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492629625652628722_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/64680/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_64680_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/25560/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_25560_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/25140/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_25140_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/42900/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_42900_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/51360/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_51360_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492637226050080888/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492637226050080888_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/14680/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_14680_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453777481896092/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453777481896092_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492628015160248997_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492628015160248997_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492594623390895/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492594623390895_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/2520/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_2520_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/17060/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_17060_20.jpg
train,lane_out,data/tusimple/test_set/clips/0601/1494453843452888293/20.jpg,data/processed/train/lane_out/test_set_clips_0601_1494453843452888293_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/945/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_945_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492634926665916146_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492634926665916146_0_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492628739122781318_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492628739122781318_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/36980/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_36980_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1495485243539258908/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1495485243539258908_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453221726164472/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453221726164472_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492729170445039996/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492729170445039996_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/7520/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_7520_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492638510974875443_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492638510974875443_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492637389351690777/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492637389351690777_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492628168367978947/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492628168367978947_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492638450011631841_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492638450011631841_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/10740/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_10740_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/33740/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_33740_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/42920/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_42920_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/60780/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_60780_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492635205498518284_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492635205498518284_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495485109599424785/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495485109599424785_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/41020/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_41020_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/20100/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_20100_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/43740/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_43740_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494452473554046238/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494452473554046238_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/12540/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_12540_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492729116446922625/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492729116446922625_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/27480/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_27480_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/15280/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_15280_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1494453503601902751/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1494453503601902751_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492626698824699002_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492626698824699002_0_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492729150257451101/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492729150257451101_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/15800/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_15800_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492638179474918654/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492638179474918654_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492722566508285682/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492722566508285682_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/19080/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_19080_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/40820/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_40820_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1494453453624773770/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1494453453624773770_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495485251535491702/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495485251535491702_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/7640/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_7640_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492629872603376884_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492629872603376884_0_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/6020/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_6020_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492628272007402880_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492628272007402880_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/45120/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_45120_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492638458406565039/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492638458406565039_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/31380/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_31380_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492638745233378313/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492638745233378313_20.jpg
train,lane_out,data/tusimple/train_set/clips/0601/1495492776545296290/20.jpg,data/processed/train/lane_out/train_set_clips_0601_1495492776545296290_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/35380/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_35380_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492631569512810732_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492631569512810732_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/4800/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_4800_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492682588093034/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492682588093034_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/52260/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_52260_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492630744076815615_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492630744076815615_0_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492630063490885633_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492630063490885633_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495058947460270186/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495058947460270186_20.jpg
train,lane_out,data/tusimple/test_set/clips/0601/1495492696579699900/20.jpg,data/processed/train/lane_out/test_set_clips_0601_1495492696579699900_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492627669371120009_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492627669371120009_0_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/39520/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_39520_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492629023616576029/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492629023616576029_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492724875118515359/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492724875118515359_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/52860/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_52860_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/14140/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_14140_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/41980/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_41980_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1494453817464323387/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1494453817464323387_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/45000/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_45000_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/165/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_165_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494452501541047809/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494452501541047809_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/40000/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_40000_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492540648747486/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492540648747486_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492750556508768/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492750556508768_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/16560/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_16560_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492628239024709155_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492628239024709155_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/12180/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_12180_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492635037601101665_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492635037601101665_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/11560/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_11560_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492722564372430911/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492722564372430911_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495058759543485959/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495058759543485959_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492637998352388465/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492637998352388465_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/47100/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_47100_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/55/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_55_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/3900/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_3900_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/14220/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_14220_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492516656496101/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492516656496101_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/15160/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_15160_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/41860/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_41860_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/37620/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_37620_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/4740/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_4740_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492638841775606770_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492638841775606770_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/24180/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_24180_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492638387249489975/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492638387249489975_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492639060577979809/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492639060577979809_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/38660/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_38660_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1495492740560613058/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1495492740560613058_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/11440/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_11440_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453181743949016/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453181743949016_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495058663584062880/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495058663584062880_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453547582607404/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453547582607404_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492635457347445735_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492635457347445735_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492626463967080222_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492626463967080222_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492628824070715492_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492628824070715492_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/3720/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_3720_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/17700/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_17700_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/39780/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_39780_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/44460/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_44460_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492629018952761996_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492629018952761996_0_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494452665470901311/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494452665470901311_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/1090/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_1090_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/28560/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_28560_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492637268124665118/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492637268124665118_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494452491545449915/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494452491545449915_20.jpg
train,lane_in,data/tusimple/test_set/clips/0531/1492726642926891083/20.jpg,data/processed/train/lane_in/test_set_clips_0531_1492726642926891083_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1494453293694248593/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1494453293694248593_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/32100/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_32100_20.jpg
train,lane_out,data/tusimple/test_set/clips/0601/1494453753492316007/20.jpg,data/processed/train/lane_out/test_set_clips_0601_1494453753492316007_20.jpg
train,lane_out,data/tusimple/test_set/clips/0601/1495058509651745103/20.jpg,data/processed/train/lane_out/test_set_clips_0601_1495058509651745103_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/5080/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_5080_20.jpg
train,lane_out,data/tusimple/train_set/clips/0601/1494453375658064301/20.jpg,data/processed/train/lane_out/train_set_clips_0601_1494453375658064301_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492729366760397191/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492729366760397191_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1494453497604532231/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1494453497604532231_20.jpg
train,lane_out,data/tusimple/train_set/clips/0531/1492729148924681775/20.jpg,data/processed/train/lane_out/train_set_clips_0531_1492729148924681775_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492628736124786422_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492628736124786422_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492636457679073181/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492636457679073181_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1495058507652622962/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1495058507652622962_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492629612860359004/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492629612860359004_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/37560/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_37560_20.jpg
train,lane_in,data/tusimple/train_set/clips/0601/1494453581567767982/20.jpg,data/processed/train/lane_in/train_set_clips_0601_1494453581567767982_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492722414062972056_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492722414062972056_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/1145/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_1145_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-1/11720/20.jpg,data/processed/train/lane_out/train_set_clips_0313-1_11720_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/25320/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_25320_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495058619603352447/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495058619603352447_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/290/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_290_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492635286450089090_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492635286450089090_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/17300/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_17300_20.jpg
train,lane_out,data/tusimple/train_set/clips/0601/1495058817516570927/20.jpg,data/processed/train/lane_out/train_set_clips_0601_1495058817516570927_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/39880/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_39880_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/39360/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_39360_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/2280/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_2280_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/930/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_930_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/39480/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_39480_20.jpg
train,lane_out,data/tusimple/test_set/clips/0530/1492637728447152986_0/20.jpg,data/processed/train/lane_out/test_set_clips_0530_1492637728447152986_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/3000/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_3000_20.jpg
train,lane_in,data/tusimple/test_set/clips/0601/1495492652598376104/20.jpg,data/processed/train/lane_in/test_set_clips_0601_1495492652598376104_20.jpg
train,lane_out,data/tusimple/test_set/clips/0531/1492627474056053725/20.jpg,data/processed/train/lane_out/test_set_clips_0531_1492627474056053725_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492638037260876350_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492638037260876350_0_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/8580/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_8580_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-2/62160/20.jpg,data/processed/train/lane_in/train_set_clips_0313-2_62160_20.jpg
train,lane_in,data/tusimple/train_set/clips/0531/1492726771984000230/20.jpg,data/processed/train/lane_in/train_set_clips_0531_1492726771984000230_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/9360/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_9360_20.jpg
train,lane_in,data/tusimple/test_set/clips/0530/1492629048934651230_0/20.jpg,data/processed/train/lane_in/test_set_clips_0530_1492629048934651230_0_20.jpg
train,lane_out,data/tusimple/train_set/clips/0313-2/380/20.jpg,data/processed/train/lane_out/train_set_clips_0313-2_380_20.jpg
train,lane_in,data/tusimple/train_set/clips/0313-1/6840/20.jpg,data/processed/train/lane_in/train_set_clips_0313-1_6840_20.jpg
